input	output
segment: .तद्वत्त्वगोचरज्ञानस्य	.तद्वत् अगोचरज्ञानस्य
segment: कर्तुं नृपाणां	कर्तुम् नृपाणाम्
segment: स्नेहाल्लुम्पति	स्नेहात् लुम्पति
segment: गुणास्तस्याः	गुणाः तस्याः
segment: कुमारोऽभिमन्युः	कुमारः अभिमन्युः
segment: श्रीर्यस्याभिरता नियोगसुमुखी	श्रीः यस्य अभिरताः नियोगसुमुखी
tag: पुरातनः वाजश्रवाः भवति ।	पुरातनः|ADJ वाजश्रवाः|NOUN भवति|VERB ।|SYM
tag: सर्वे भुङ्क्ते ।	सर्वे|PRON भुङ्क्ते|VERB ।|SYM
tag: मुनिः शृणोति ।	मुनिः|NOUN शृणोति|VERB ।|SYM
segment: सायकवरं परिवर्तयन्तम्	सायकवरम् परिवर्तयन्तम्
segment: तद् आनीयतां	तत् आनीयतां
segment: दूरेऽवतिष्ठेत	दूरे अवतिष्ठेत
segment: अत्रानैकान्तिकसामान्यलक्षणायोगः	अत्र अनैकान्तिकसामान्यलक्षणायोगः
segment: सन्नाहमाज्ञापिता	सन्नाहम् आज्ञापिता
tag: कुरुवृद्धः चपलः ताडयति ।	कुरुवृद्धः|NOUN चपलः|ADJ ताडयति|VERB ।|SYM
segment: रामः---यद्येवं गच्छ	रामः---यदि एवम् गच्छ
segment: शङ्कुकर्णः---श्रोतुमर्हति	शङ्कुकर्णः---श्रोतुम् अर्हति
segment: कथं रामेणेति	कथम् रामेण इति
segment: सतीति	सति इति
segment: हयगजवृषभाणां पातनाज्जातदर्पो	हयगजवृषभाणाम् पातनात् जातदर्पः
segment: द्वितीयापत्तिरिति	द्वितीयापत्तिः इति
segment: छलैर्हत्वा	छलैः हत्वा
tag: वृक्षः मूलम् अभवत् ।	वृक्षः|NOUN मूलम्|NOUN अभवत्|VERB ।|SYM
segment: घटत्वं घटत्वाद्यवच्छिन्नं	घटत्वम् घटत्वादि अवच्छिन्नम्
segment: पाण्डवानां प्रविश्य	पाण्डवानाम् प्रविश्य
segment: चेश्वरस्य	च ईश्वरस्य
segment: रजनिचरवरं निहत्य	रजनिचरवरम् निहत्य
segment: भक्तास्तथा	भक्ताः तथा
segment: तत्रेयमनुपपत्तिरूद्भाव्यते	तत्र इयम् अनुपपत्तिः उद्भाव्यते
segment: दूषणोपाधिमात्रस्यैव	दूषणोपाधिमात्रस्य एव
tag: पाणिनिः भाषते ।	पाणिनिः|NOUN भाषते|VERB ।|SYM
segment: किं नु	किम् नु
segment: जाता	जाताः
segment: सन्दष्टौष्ठश्चण्डसंरक्तनेत्रो	सन्दष्टौष्ठः चण्डसंरक्तनेत्रः
segment: किमथ	किम् अथ
segment: तेनात्मनो युवतिजनाय	तेनात्मनः युवतिजनाय
segment: क्षिप्रमेव	क्षिप्रम् एव
segment: तदुत्तरं तत्त्वज्ञानबलात्प्रारब्धान्य	तदुत्तरम् तत्त्वज्ञानबलात् प्रारब्ध अन्य
segment: वाक्यैर्भोगस्य	वाक्यैः भोगस्य
segment: पृष्टोऽस्मि	पृष्टः अस्मि
segment: स्वामिनमुपाश्रितस्य	स्वामिनम् उपाश्रितस्य
segment: मोक्षभिन्नज्ञानविषय	इति अर्थः
segment: नववाक्यवादिञ्छृणोमि	नववाक्यवादिन् शृणोमि
tag: अन्नम् ब्रवीमि ।	अन्नम्|NOUN ब्रवीमि|VERB ।|SYM
segment: राघवेणाहं हनूमान्	राघवेण अहम् हनूमान्
segment: दुर्योधनः---किं करिष्यति	दुर्योधनः---किम् करिष्यति
segment: कुलेऽस्मिन्	कुले अस्मिन्
segment: नापीति	न अपि इति
tag: कल्पः च वाक्यम् कुर्वत ।	कल्पः|NOUN च|CONJ वाक्यम्|NOUN कुर्वत|VERB ।|SYM
segment: मन्दरमुद्वहन्	मन्दरम् उद्वहन्
segment: तत्त्वेनैव	तत्त्वेन एव
segment: विचिन्तयंश्चक्रधरस्य	विचिन्तयन् चक्रधरस्य
segment: अयं खलु	अयम् खलु
segment: व्याप्तिग्रह इति	व्याप्तिग्रहः इति
segment: महानेष	महान् एष
segment: .सहकृतैतदुपाधिमत्वमेव-ख	.सहकृतैतदुपाधिमत्वम् एव-ख
segment: दीर्घायुर्भवेति	दीर्घायुः भव इति
segment: मुष्टिमुद्यम्य	मुष्टिम् उद्यम्य
tag: ब्रह्मन् महेशः ब्रवीमि ।	ब्रह्मन्|NOUN महेशः|NOUN ब्रवीमि|VERB ।|SYM
segment: विपुलप्रसादा-	विपुलप्रसादात्
segment: स्वदेहमिव	स्वदेहम् इव
segment: .अस्यापि-ख	.अस्य अपि-ख
segment: धृष्टं मुदिततरमुखो	धृष्टम् मुदिततरमुखः
segment: प्रणयाद् ब्रुवन्ति	प्रणयात् ब्रुवन्ति
segment: संस्कृतव्याकरणम्	संस्कृत व्याकरणम्
segment: राजसम्मानो विरला	राजसम्मानः विरलाः
segment: क्रोधविस्फारिताक्षा	क्रोधविस्फारिताक्षाः
segment: पाण्डवा भवेयुः	पाण्डवाः भवेयुः
segment: पापराक्षस आर्यपुत्रसम्बन्धीत्यात्मानं	पापराक्षसः आर्यपुत्रसम्बन्धी इति आत्मानम्
segment: .तस्यापि-ख	.तस्य अपि-ख
segment: कार्यार्थमभ्युपगतस्य	कार्यार्थम् अभ्युपगतस्य
segment: रावणः---छिद्यतामेषा	रावणः---छिद्यताम् एषा
segment: भोगानाश्यदुरितनाशत्वमेव	भोगानाश्यदुरितनाशत्वम् एव
segment: हेतुवदाभासमाना	हेतुवत् आभासमाना
segment: पौत्रमायस्तचेतसः	पौत्रम् आयस्तचेतसः
segment: पुत्रो माता	पुत्रः माता
segment: सर्वविषयकज्ञानेच्छा	सर्वविषयकज्ञान इच्छा
segment: सामान्यत इष्टापत्तिः	सामान्यतः इष्टापत्तिः
tag: चन्द्रः च चमूम् विमृशति ।	चन्द्रः|NOUN च|CONJ चमूम्|NOUN विमृशति|VERB ।|SYM
segment: सिद्धमिति	सिद्धम् इति
segment: कल्पकोटिशतैरपि	कल्पकोटिशतैः अपि
segment: निर्मनस्कतापत्तिरिति	निर्मनस्कतापत्तिः इति
segment: मद्वाक्याद् राज्यार्धं	मद्वाक्यात् राज्यार्धम्
segment: तत्काले	तत् काले
segment: कर्णः---ततो नाहं	कर्णः---ततः न अहम्
segment: व्याजोपलब्धविफलास्त्रबलो घृणावान्	व्याजोपलब्धविफलास्त्रबलः घृणावान्
segment: प्रियमुपहरामि	प्रियम् उपहरामि
tag: भीमाभिरक्षितम् आचारात् अभवत् ।	भीमाभिरक्षितम्|ADJ आचारात्|NOUN अभवत्|VERB ।|SYM
tag: भवान् श्रेयः अस्ति ।	भवान्|PRON श्रेयः|NOUN अस्ति|VERB ।|SYM
segment: तस्यैव	तस्य एव
segment: एतान्यस्त्राणि	एतानि अस्त्राणि
tag: पिता अस्ति ।	पिता|NOUN अस्ति|VERB ।|SYM
tag: कृष्णा सत्त्वम् श्रुत्वा ।	कृष्णा|NOUN सत्त्वम्|NOUN श्रुत्वा|VERB ।|SYM
segment: स्वैरासनो द्रुपदराजसुतां	स्वैरासनः द्रुपदराजसुताम्
tag: किम् अभवत् ।	किम्|PRON अभवत्|VERB ।|SYM
segment: पश्यामीव	पश्यामि इव
segment: एवेति	एव इति
segment: व्रतमुग्रचर्यं	व्रतम् उग्रचर्यम्
segment: प्रशान्तरोषो भगवान्	प्रशान्तरोषः भगवान्
segment: पाषाणो जडो	पाषाणः जडः
segment: भग्नो दारुपर्वतकः	भग्नः दारुपर्वतकः
segment: तज्जन्यतावच्छेदकत्वाङ्गीकारेणेति	तज्जन्यतावच्छेदकत्व अङ्गीकारेण इति
segment: समानीतं सर्वराजमण्डलम्	समानीतम् सर्वराजमण्डलम्
segment: घटवदित्यनुमानाज्जडोपदानस्यैकत्ववत्वे	घटवदिति अनुमानात् जडोपदानस्य एकत्ववत्वे
segment: लङ्केश्वर इत	लङ्केश्वरः इतः
segment: निःस्पृहास्ततः	निःस्पृहाः ततः
segment: प्रतिबन्धकत्वमिति	प्रतिबन्धकत्वम् इति
segment: हविरिति	हविः इति
segment: रामशासनमित्याह	रामशासनम् इति आह
segment: ह्यनुमितिप्रतिबन्धकीभूततादृशज्ञानविशेष्यत्वं	हि अनुमितिप्रतिबन्धकीभूततादृशज्ञानविशेष्यत्वं
segment: भुजगाहुतिप्रणयिनं यस्तर्पितः	भुजगाहुतिप्रणयिनम् यः तर्पितः
segment: धृतराष्ट्र एष	धृतराष्ट्रः एषः
segment: ऐश्वर्यं स्फीतमेतत्	ऐश्वर्यम् स्फीतम् एतत्
tag: अधिकः रामः भुङ्क्ते ।	अधिकः|ADJ रामः|NOUN भुङ्क्ते|VERB ।|SYM
segment: शस्त्रशाला बहुविधकरणैः	शस्त्रशालाः बहुविधकरणैः
segment: तदवच्छिन्नं प्रति	तदवच्छिन्नम् प्रति
segment: भवेन्नित्यं	भवेत् नित्यं
segment: रावणः---अभिधीयतां मद्वचनात्	रावणः---अभिधीयताम् मद् वचनात्
tag: नगरम् द्रुपदपुत्रेण युध्यति ।	नगरम्|NOUN द्रुपदपुत्रेण|NOUN युध्यति|VERB ।|SYM
segment: घटोत्कचः---कथं दुश्शासनो	घटोत्कचः---कथम् दुश्शासनः
segment: ततस्तुष्टः	ततः तुष्टः
segment: साम्प्रतं द्विधाभूत	साम्प्रतम् द्विधाभूतः
segment: तत्रभवन्तं तातमभिवादयिष्यामः	तत्रभवन्तम् तातम् अभिवादयिष्यामः
segment: तत्सम्भव इति	तत्सम्भवः इति
segment: दूत इति	दूतः इति
segment: काञ्चुकीयः---यदाज्ञापयति	काञ्चुकीयः---यद् आज्ञापयति
segment: कर्तुमर्हति	कर्तुम् अर्हति
segment: नभसीव	नभसि इव
segment: कार्यत्वादित्यादावप्रयोजकत्वाहितसाध्याभावांशसंशयीभूतपक्षीयव्यभिचारसन्देहप्रतिबन्धकत्वस्य	कार्यत्वात् इत्यादौ अप्रयोजकत्वाहितसाध्याभावांशसंशयीभूतपक्षीयव्यभिचारसन्देहप्रतिबन्धकत्वस्य
tag: मध्यमः आपत्सु गायति ।	मध्यमः|ADJ आपत्सु|NOUN गायति|VERB ।|SYM
segment: धृतराष्ट्रः---यदाज्ञापयति	धृतराष्ट्रः---यत् आज्ञापयति
segment: येनामृतं मातृविमोक्षणार्थम्	येन अमृतम् मातृविमोक्षणार्थम्
segment: तैरज्ञानस्यातिरिक्त	तैः अज्ञानस्य अतिरिक्त
segment: किं मेरुमन्दरकुलं	किम् मेरुमन्दरकुलम्
segment: स्वार्थानुमान इति	स्वार्थानुमाने इति
segment: प्रभृत्येव	प्रभृति एव
tag: सर्वेषाम् निरीक्षते ।	सर्वेषाम्|PRON निरीक्षते|VERB ।|SYM
segment: ईश्वरोऽपि	ईश्वरः अपि
segment: अद्वितीया गुणास्तस्याः	अद्वितीयाः गुणाः तस्याः
tag: सदा सिंहः श्रुत्वा ।	सदा|ADV सिंहः|NOUN श्रुत्वा|VERB ।|SYM
segment: वा	प्रायश्रित्त उत्तरकालरूपः वा
segment: भिन्नप्रकारकत्वान्न	भिन्नप्रकारकत्वात् न
segment: युक्त्यैव	युक्त्या एव
tag: क्षेत्रम् वीर्यवान् निन्दति ।	क्षेत्रम्|NOUN वीर्यवान्|ADJ निन्दति|VERB ।|SYM
tag: सुतं अब्रवीत् ।	सुतं|NOUN अब्रवीत्|VERB ।|SYM
segment: अस्मदीयैर्महावृक्षैरस्मदीया महबलाः	अस्मदीयैः महावृक्षैः अस्मदीयाः महबलाः
segment: द्रष्टुमाशया	द्रष्टुम् आशया
segment: कथं कथं	कथम् कथम्
segment: ज्ञात्वैतद् भिक्षुरेकोऽन्यं	ज्ञात्वा एतत् भिक्षुः एकः अन्यं
segment: देवदेवर्षिसिद्धविद्याधरगन्धर्वाप्सरोगणाः स्वविभवैर्भवन्तं	देवदेवर्षिसिद्धविद्याधरगन्धर्वाप्सरोगणाः स्वविभवैः भवन्तम्
segment: शरैश्छादिता	शरैः छादिता
segment: तदशौचबोधकस्यागमस्य	तत् अशौचबोधकस्य आगमस्य
segment: हनूमान्---अचिराद् द्रक्ष्यसि	हनूमान्---अचिरात् द्रक्ष्यसि
segment: महीमेकातपत्राङ्कां राजसिंहः	महीम् एकातपत्राङ्काम् राजसिंहः
segment: इवाशु	इव आशु
segment: वह्निव्यभिचारीति	वह्निव्यभिचारि इति
segment: आर्यपुत्रनामसंकीर्तनेनाहमेनेनाभिभाषिष्ये	आर्यपुत्रः नामसंकीर्तनेन अहम् एतेन अभिभाषिष्ये
segment: खल्वस्मि	खलु अस्मि
segment: स्वर्गं जित्वा	स्वर्गम् जित्वा
segment: पूर्वपक्षिणस्तस्येष्टत्वादिति	पूर्वपक्षिणः तस्य इष्टत्वात् इति
segment: .तस्मादुभयव्यावृत्तग्रहसामग्रीत्वेन	.तस्मात् उभयव्यावृत्तग्रहसामग्रीत्वेन
segment: जानामीत्यनुभव	जानामि इति अनुभव
segment: मुक्तिं प्रति	मुक्तिम् प्रति
segment: जातो धृतराष्ट्र	जातः धृतराष्ट्रः
segment: पार्वतीशङ्‌कराविव	पार्वतीशङ्‌करौ इव
segment: गन्तुं समर्थः	गन्तुम् समर्थः
segment: सम्बन्धो बन्धुभिः	सम्बन्धः बन्धुभिः
segment: सिद्धान्तो व्याहन्येत	सिद्धान्तः व्याहन्येत
segment: युगपरिणामसमुद्यतो यथार्कः	युगपरिणामसमुद्यतः यथा अर्कः
tag: मनुष्यः च पुस्तकम् जल्पति ।	मनुष्यः|NOUN च|CONJ पुस्तकम्|NOUN जल्पति|VERB ।|SYM
segment: प्रसादं पुनरगसुतया	प्रसादम् पुनः अगसुतया
tag: कार्यान्तरे ज्येष्ठः भवतु ।	कार्यान्तरे|NOUN ज्येष्ठः|ADJ भवतु|VERB ।|SYM
segment: प्रमाणाभावादिति	प्रमाणाभावात् इति
segment: तद् दलं	तत् दलं
segment: तरुणमधिकमर्थिप्रार्थनीयं पवित्रम्	तरुणम् अधिकम् अर्थिप्रार्थनीयम् पवित्रम्
segment: वृत्तान्त आर्यपुत्रस्य]	वृत्तान्तः आर्यपुत्रस्य]
segment: [गोसहस्रमिति	[गोसहस्रम् इति
segment: हेतुत्वप्रसङ्गादिति	हेतुत्वप्रसङ्गात् इति
segment: तं पश्य	तम् पश्य
segment: .वस्तुतस्तु	.वस्तुतः तु
segment: यतो हि	यतः हि
segment: प्रसन्नोऽस्मि	प्रसन्नः अस्मि
segment: स्यन्दनमानय	स्यन्दनम् आनय
segment: पुत्रमङ्कस्थमश्रुभिः	पुत्रम् अङ्कस्थम् अश्रुभिः
segment: तत्त्वज्ञानपदार्थस्तथापि	तत्त्वज्ञानपदार्थः तथापि
segment: स्फुरिताधरोष्ठ-	स्फुरिताधरोष्ठः
segment: मित्यस्यापि	मोक्षशब्दोत्तरनिमित्तसप्तमीप्रतिपादितमोक्षजनकत्वाश्रयप्रतिष्ठाविषयः अर्थः
segment: प्राप्ता वयं	प्राप्ताः वयम्
segment: हेतुत्वादीनामपि	हेतुत्वादीनाम् अपि
tag: शीतः वृक्षः गच्छति ।	शीतः|ADJ वृक्षः|NOUN गच्छति|VERB ।|SYM
segment: दुर्योधन इत	दुर्योधनः इतः
segment: रथारोहणं नाटयतः	रथारोहणम् नाटयतः
segment: समवेतकार्यं प्रत्येव	समवेतकार्यम् प्रति एव
segment: मदसरितकपोलं षट्पदैः	मदसरितकपोलम् षट्पदैः
segment: नेश्वरस्य	न ईश्वरस्य
segment: दुष्परिहरमेवेत्यधिकं सूक्ष्मार्थदर्शिभिः	दुष्परिहरम् एव इति अधिकम् सूक्ष्म अर्थदर्शिभिः
segment: पुलको यथैव	पुलकः यथा एव
segment: सेच्छति	स इच्छति
segment: मन्त्रयितुमिच्छामि	मन्त्रयितुम् इच्छामि
segment: न फलं	दुरितध्वंसः न
segment: तावदानन्तरीयं बलं	तावत् आनन्तरीयम् बलम्
segment: मार्गं न	मार्गम् न
segment: पार्थिवैर्भूमिश्चागतसंभ्रमेव	पार्थिवैः भूमिः चागतसंभ्रमा इव
tag: मधुरः राज्ञः विचारयति ।	मधुरः|ADJ राज्ञः|NOUN विचारयति|VERB ।|SYM
segment: इत्यत्र	इति अत्र
segment: सर्वस्कन्धावारं प्रविश्य	सर्वस्कन्धावारम् प्रविश्य
segment: चेष्टातो घटपटादिरूपकार्यसंभवादिति	चेष्टातः घटपटादिरूपकार्यसंभवात् इति
segment: तस्मादीश्वरस्य	तस्मात् ईश्वरस्य
tag: कुत्र काशी विनद्य ।	कुत्र|ADV काशी|NOUN विनद्य|VERB ।|SYM
segment: शङ्कुकर्ण---यदाज्ञापयति	शङ्कुकर्ण---यद् आज्ञापयति
segment: निष्फलं च	निष्फलम् च
segment: सर्वमिदं संभवित	सर्वम् इदम् संभवित
segment: तद् इदानिं	तत् इदानिं
tag: व्यापारिणाम् व्यासं बभूव ।	व्यापारिणाम्|NOUN व्यासं|NOUN बभूव|VERB ।|SYM
segment: आदावन्ते	आदौ अन्ते
segment: फलेन्नहि	फलेत् नहि
segment: करनिकरैर्हृदयं ममाभिपीड्य	करनिकरैः हृदयम् मम अभिपीड्य
segment: कथं तत्त्वज्ञानदुरितवद्भिन्न	कथम् तत्त्वज्ञानदुरितवद्भिन्न
segment: यदनेन	यत् अनेन
segment: साक्षादनुमिति	साक्षात् अनुमिति
segment: मुहूर्तकमारोहामि	मुहूर्तकम् आरोहामि
segment: दैत्येन्द्रा मम	दैत्येन्द्राः मम
segment: 'अत्यन्तासत्यपि	'अत्यन्तासति अपि
segment: गुरुभिर्धराधरवरैः	गुरुभिः धराधरवरैः
segment: निरूपकत्वाभावेनेश्वकृतौ	निरूपकत्व अभावेन ईश्वरकृतौ
segment: वृत्तान्तं रामपत्न्याः	वृत्तान्तम् रामपत्न्याः
segment: दुर्योधनः---कथं यास्यति	दुर्योधनः---कथम् यास्यति
tag: पुरुजित् गंगा वदति ।	पुरुजित्|NOUN गंगा|NOUN वदति|VERB ।|SYM
segment: तत्पूर्वमपि	तत्पूर्वम् अपि
segment: संदिग्धोपाध्याहितव्यभिचारसंदेहवदसाधारणाहितोऽपि	संदिग्धोपाध्याहितव्यभिचारसंदेहवदसाधारणाहितः अपि
tag: यज्ञः निकृष्टः घोषयति ।	यज्ञः|NOUN निकृष्टः|ADJ घोषयति|VERB ।|SYM
segment: तदपि	तत् अपि
segment: आनीयतां स	आनीयताम् सः
segment: क्वचिद् भीमावर्तः	क्वचित् भीमावर्तः
segment: जडो ज्ञेयो	जडः ज्ञेयः
segment: साक्षाद्विषयता	साक्षात् विषयता
segment: व्यर्थविशेषणत्वाच्च	व्यर्थविशेषणत्वात् च
segment: प्रहृतं नरेन्द्रैः	प्रहृतम् नरेन्द्रैः
segment: श्रियं च	श्रियम् च
segment: शीघ्र-	शीघ्रम्
segment: वैष्णवसन्तो हि	वैष्णवसन्तः हि
segment: विप्रियं कृत्वा	विप्रियम् कृत्वा
segment: सोऽपि	सः अपि
segment: रथमारूढवान्	रथम् आरूढवान्
segment: तेऽस्तु	ते अस्तु
segment: स्त्रिदशपतित्वमवाप्य	त्रिदशपतित्वम् अवाप्य
segment: किमस्य	किम् अस्य
segment: द्वैतवादापत्तेरिति	द्वैतवाद आपत्तेः इति
segment: चैतत्	च एतत्
segment: जनस्यादृष्टपूर्वोऽयं संभ्रमः	जनस्य अदृष्टपूर्वः अयम् संभ्रमः
segment: भावस्याद्वैतपदार्थतया	भावस्य अद्वैतपदार्थतया
tag: तदा गंगा करोति ।	तदा|ADV गंगा|NOUN करोति|VERB ।|SYM
segment: रिपुमण्डलं तत्	रिपुमण्डलम् तत्
segment: प्राचीनवेदान्तिग्रंथस्यापि	प्राचीनवेदान्तिग्रंथस्य अपि
segment: वागुराच्छन्नमाश्रित्य	वागुराच्छन्नम् आश्रित्य
segment: अञ्जनायां समुत्पन्नो	अञ्जनायाम् समुत्पन्नः
segment: तथापि	तथा अपि
segment: मां प्रहरेद्	माम् प्रहरेत्
tag: नदी ग्रामः खादति ।	नदी|NOUN ग्रामः|NOUN खादति|VERB ।|SYM
segment: गुरुर्वनभ्रमणपरिश्रमान्मदङ्के	गुरुः वनभ्रमणपरिश्रमात् मदङ्के
segment: नदन्तं	नदन्तम्
segment: प्रेषितो मां	प्रेषितः माम्
segment: स्वभावं विमुञ्चति	स्वभावम् विमुञ्चति
segment: जातो हि	जातः हि
segment: परमुखनिरिक्षकतयोपाधिवदुभयव्यावृत्तत्वं	परमुखनिरिक्षकतयोपाधिवत् उभयव्यावृत्तत्वं
segment: कारणत्वकल्पनस्यावश्यकत्वात्	कारणत्वकल्पनस्य आवश्यकत्वात्
segment: रामो विशुद्धमनसा	रामः विशुद्धमनसा
segment: लोकानामेवमेव	लोकानाम् एवम् एव
tag: अन्यत्र ब्रह्मा मन्यते ।	अन्यत्र|ADV ब्रह्मा|NOUN मन्यते|VERB ।|SYM
segment: राजंस्त्वद्दर्शनविकल्मषः	राजन् त्वद्दर्शनविकल्मषः
segment: अग्निः---एष भगवान्	अग्निः---एषः भगवान्
segment: तिष्ठेदानीम्	तिष्ठ इदानीम्
tag: तस्मै अस्ति ।	तस्मै|PRON अस्ति|VERB ।|SYM
segment: क्रौञ्चं यथा	क्रौञ्चम् यथा
segment: वैवश्यतस्तस्य	वैवश्यतः तस्य
segment: देवेन्द्रार्तिकरा निवातकवचा	देवेन्द्रार्तिकराः निवातकवचाः
segment: साध्येति	साध्ये इति
segment: वानरेणेति	वानरेण इति
segment: विपक्षव्यावृत्तत्वांशो दोषत्वेन	विपक्षव्यावृत्तत्वांशः दोषत्वेन
segment: मेऽद्य	मे अद्य
segment: सप्तच्छददानगन्धिनो	सप्तच्छददानगन्धिनः
segment: स्यन्दनं वाहयन्तम्	स्यन्दनम् वाहयन्तम्
segment: चोभयव्यावृत्तत्वस्य	च उभयव्यावृत्तत्वस्य
segment: घोषयात्रायां फल्गुनेनैव	घोषयात्रायाम् फल्गुनेन एव
segment: .तद्गोचर-क	.तत् गोचर-क
segment: तज्जन्यत्वं संभवति	तज्जन्यत्वम् संभवति
segment: तादृशसाक्षात्कारं प्रति	तादृशसाक्षात्कारम् प्रति
segment: व्यर्थविशेषणत्वमेव	व्यर्थविशेषणत्वम् एव
segment: कथं रामो	कथम् रामः
segment: ह्रस्वत्वं केशवस्य	ह्रस्वत्वम् केशवस्य
segment: वक्तव्यं दीर्घायुर्भवेति	वक्तव्यम् दीर्घायुः भव इति
tag: वेतालः च नारायणं भविष्यति ।	वेतालः|NOUN च|CONJ नारायणं|NOUN भविष्यति|VERB ।|SYM
segment: दर्पो मातृपक्षोग्ररूपो	दर्पः मातृपक्षोग्ररूपः
segment: तस्मादुत्पत्त्यसंभवात्	तस्मात् उत्पत्त्यसंभवात्
segment: कर्तव्यो भ्रातृषु	कर्तव्यः भ्रातृषु
segment: कथनस्यासंभव	कथनस्य असंभव
segment: कुमारोऽभिमन्युः	कुमारः अभिमन्युः
segment: वाली---अगम्यागमनेनेति	वाली---अगम्यागमनेन इति
segment: तस्येश्वरज्ञानस्यैवेदानीं	तस्य ईश्वरज्ञानस्य एव इदानीं
tag: ततः श्वेतैः हयैः युक्ते महति स्यन्दने स्थितौ । माधवः पाण्डवः च एव दिव्यौ शङ्खौ प्रदध्मतुः ॥	ततः|ADV श्वेतैः|ADJ हयैः|NOUN युक्ते|ADJ महति|ADJ स्यन्दने|NOUN स्थितौ|ADJ ।|SYM माधवः|NOUN पाण्डवः|NOUN च|CONJ एव|PART दिव्यौ|ADJ शङ्खौ|NOUN प्रदध्मतुः|VERB ॥|SYM
segment: तावदस्त्रस्य	तावद् अस्त्रस्य
segment: निष्क्रान्तो हनुमान्)	निष्क्रान्तः हनुमान्)
segment: यद्यपीति	यद्यपि इति
segment: अतोऽप्यधीयताम्	अतः अपि अधीयताम्
tag: ततः शङ्खाः च भेर्यः च पणवानकगोमुखाः । सहसा एव अभ्यहन्यन्त सः शब्दः तुमुलः अभवत् ॥	ततः|ADV शङ्खाः|NOUN च|CONJ भेर्यः|NOUN च|CONJ पणवानकगोमुखाः|NOUN ।|SYM सहसा|ADV एव|PART अभ्यहन्यन्त|VERB सः|PRON शब्दः|NOUN तुमुलः|ADJ अभवत्|VERB ॥|SYM
segment: इदानीमर्जुनः	इदानीम् अर्जुनः
segment: सत्प्रतिपक्षितत्वबुद्धेर्यथार्थत्वेन	सत्प्रतिपक्षितत्वबुद्धेः यथार्थत्वेन
segment: प्रागभावाप्रतियोगित्वं वा	प्रागभावाप्रतियोगित्वम् वा
segment: मच्छिरो ददामि	मच्छिरः ददामि
segment: विरुद्धस्यापि	विरुद्धस्य अपि
segment: गुरुर्वदति	गुरुः वदति
segment: तद्भिन्नत्वं वेत्यत्र	तद्भिन्नत्वम् वेति अत्र
tag: यः विचारयति ।	यः|PRON विचारयति|VERB ।|SYM
segment: एवेति	एव इति
segment: ध्यानसंवीतहृदयानशनक्षामवदना	ध्यानसंवीतहृदया अनशनक्षामवदना
tag: महेष्वासाः काशी मारयति ।	महेष्वासाः|ADJ काशी|NOUN मारयति|VERB ।|SYM
segment: पितामहं द्रष्टुमाशया	पितामहम् द्रष्टुम् आशया
segment: मद्बाणवेगार्दितं	मद्बाणवेगार्दितम्
segment: तन्नीडं	तत् नीडं
tag: अशक्तः पणवानकगोमुखाः ब्रवीमि ।	अशक्तः|ADJ पणवानकगोमुखाः|NOUN ब्रवीमि|VERB ।|SYM
segment: यात्रायामपरिग्रहः	यात्रायाम् अपरिग्रहः
segment: प्राप्त एव	प्राप्तः एव
segment: स्त्रीस्वभावोपपन्नं	स्त्रीस्वभावोपपन्नम्
tag: तानि पठति ।	तानि|PRON पठति|VERB ।|SYM
segment: बहिरागच्छन्	बहिः आगच्छन्
segment: सर्वापराधेष्ववध्याः	सर्वापराधेषु अवध्याः
segment: वह्निव्यभिचरितो धूम	वह्निव्यभिचरितः धूमः
segment: हेत्वाभासपदवाच्य इति	हेत्वाभासपदवाच्यः इति
segment: खल्वेतत्	खलु एतत्
segment: मां	माम्
tag: कविर्मुनिः धीमान् समीक्षते ।	कविर्मुनिः|NOUN धीमान्|ADJ समीक्षते|VERB ।|SYM
segment: परमाणुरूपं शरीरं	परमाणुरूपम् शरीरम्
segment: दृष्ट्वास्पदमलभमानौ	दृष्ट्वा आस्पदम् अलभमानौ
segment: शरणार्थमुपागतः	शरणार्थम् उपागतः
segment: .यथोक्ते	.यथा उक्ते
segment: ज्ञानेऽपि	ज्ञाने अपि
segment: साध्याभावानुमितिसामग्री.प्रतिबन्धकत्वादित्येवमेवेति	साध्याभावानुमितिसामग्रीप्रतिबन्धकत्वात् इति एवम् एव इति
segment: एतच्चर्मासनम्	एतत् चर्मासनम्
segment: ज्ञानाभाव	ज्ञान अभाव
segment: ज्वलित इव	ज्वलितः इव
segment: देयं तथापि	देयम् तथापि
segment: ...तद्वत्त्वविरहादेव-क	...तद्वत् तु अविरहात् एव-क
tag: अस्माकम् तु विशिष्टाः ये तान् निबोध द्विजोत्तम । नायकाः मम सैन्यस्य संज्ञार्थम् तान् ब्रवीमि ते ॥	अस्माकम्|PRON तु|PART विशिष्टाः|ADJ ये|PRON तान्|PRON निबोध|VERB द्विजोत्तम|NOUN ।|SYM नायकाः|NOUN मम|PRON सैन्यस्य|NOUN संज्ञार्थम्|ADV तान्|PRON ब्रवीमि|VERB ते|PRON ॥|SYM
segment: परमात्मनोपि	परमात्मनः अपि
segment: सुव्यक्तं धनुषि	सुव्यक्तम् धनुषि
tag: नानाशस्त्रप्रहरणाः विक्रमादित्यः श्रुत्वा ।	नानाशस्त्रप्रहरणाः|ADJ विक्रमादित्यः|NOUN श्रुत्वा|VERB ।|SYM
