input	output
segment: मुक्तिं प्रति	मुक्तिम् प्रति
segment: योगदर्शनम्	योग दर्शनम्
segment: सेनापतिर्भवितुमर्हति	सेनापतिः भवितुम् अर्हति
segment: सुखवाचकानन्दपदस्य	सुखवाचक आनन्दपदस्य
segment: मार्गमेनं	मार्गम् एनम्
segment: सायकं चापि	सायकम् च अपि
segment: स्वस्थानमेवात्र	स्वस्थानम् एव अत्र
segment: यावद्विषयतया	यावत् विषयतया
segment: नातिव्याप्तिरिति	न अतिव्याप्तिः इति
segment: श्रुत्वैवाग्निप्रवेशाय	श्रुत्वा एव अग्निप्रवेशाय
segment: गजेन्द्रगामिंस्तव	गजेन्द्रगामिन् तव
segment: चितां न	चिताम् न
segment: मुक्तिं प्रति	मुक्तिम् प्रति
segment: तद् अहं	तत् अहं
segment: चलितोऽस्म्यासनादहम्	चलितः अस्मि आसनात् अहम्
segment: निष्क्रान्तो हनुमान्)	निष्क्रान्तः हनुमान्)
segment: एवेति	एव इति
segment: प्रामाणिकगौरवस्यादोषत्वादिति	प्रामाणिकगौरवस्यादोषत्वात् इति
segment: मृणालवदुत्पाटिताः	मृणालवत् उत्पाटिताः
segment: त्वन्येन--ख	तु अन्येन--ख
segment: कथं कथं	कथम् कथम्
segment: तत्त्वज्ञानबलात्प्रारब्धान्य	तत्त्वज्ञानबलात् प्रारब्ध अन्य
segment: किं युक्तं	किम् युक्तम्
segment: .ज्ञानस्यामुदयात्-ख	.ज्ञानस्य अनुदयात्-ख
segment: तादृश-श्रुतेरप्यर्थवादत्वाङ्गीकारे	तादृशश्रुतेः अपि अर्थवादत्व अङ्गीकारे
segment: नानुमितिप्रतिबन्धकम्	न अनुमितिप्रतिबन्धकम्
segment: जनश्चौर्ये	जनः चौर्ये
segment: एष दुःशासनो	एषः दुःशासनः
segment: क्षत्रियाणामिति	क्षत्रियाणाम् इति
segment: कार्यं करोतीत्याशङ्क्य	कार्यम् करोति इति आशङ्क्य
segment: जातिव्याप्यचरमत्वस्यैव	गोवधजन्यतावच्छेदकजातिव्याप्यचरमत्वस्य एव
segment: [को नु	[कः नु
segment: संभवेनाज्ञाननाशस्य	संभवेन अज्ञाननाशस्य
segment: विभीषणस्तावदाहूयताम्	विभीषणः तावत् आहूयताम्
segment: पञ्चकार्यकारणभावापेक्षया	पञ्चकार्यकारणभाव अपेक्षया
segment: भोगान्नाशे	भोगात् नाशे
segment: सशब्दोऽयं	सशब्दः अयम्
segment: स्वमीश्वरं	स्वम् ईश्वरं
segment: तिष्ठेद् धनं	तिष्ठेत् धनं
segment: इदमपि	इदम् अपि
segment: कथमाशीर्वचनमिति	कथम् आशीर्वचनम् इति
segment: त्वदागमनादेव	त्वदागमनात् एव
segment: घटात्वादिमत्त्वमादाय	घटात्वादिमत्त्वम् आदाय
segment: वेदानुवचनेन	वेद अनुवचनेन
segment: तद् विभज्यताम्	तत् विभज्यताम्
segment: पतन्त्येते	पतन्ति एते
segment: .व्यावृत्तस्वरूपमुपयव्यावृत्तत्वमेकत्र-क	.व्यावृत्तस्वरूपम् उभयव्यावृत्तत्वम् एकत्र-क
segment: इतस्तावत्	इतः तावत्
segment: तदवाच्छिन्नं प्रति	तदवच्छिन्नम् प्रति
segment: द्वेषविषयाभावत्वात्	दुःखजनकाभावस्य अपि
segment: परित्यजन्तीव	परित्यजन्ति इव
segment: भोगान्नाश	भोगात् नाश
segment: तद्दर्शनदशायामपि	तद्दर्शनदशायाम् अपि
segment: किं नु	किम् नु
segment: प्रहृतं नरेन्द्रैः	प्रहृतम् नरेन्द्रैः
segment: तद्भिन्नत्वं वेत्यत्र	तद्भिन्नत्वम् वेति अत्र
segment: कनकं ददामि	कनकम् ददामि
segment: कथं तत्त्वज्ञानदुरितवद्भिन्न	कथम् तत्त्वज्ञानदुरितवद्भिन्न
segment: राज्यमाशङ्के	राज्यम् आशङ्के
segment: द्वितीयापत्तिरिति	द्वितीयापत्तिः इति
segment: चेति	च इति
segment: तत्त्वज्ञानात्प्रारब्ध	तत्त्वज्ञानात् प्रारब्ध
segment: (ऊर्ध्वमवलोक्य)	(ऊर्ध्वम् अवलोक्य)
segment: यत्कृतं कर्म	यत् कृतम् कर्म
segment: लाघवतर्कसकृतोपदर्शितानुमानस्यैव	लाघवतर्कसकृत उपदर्शित अनुमानस्य एव
segment: धीरनिनदं चित्रार्पिताङ्गा	धीरनिनदम् चित्रार्पिताङ्गा
segment: ज्ञानस्यापि	ज्ञानस्य अपि
segment: कोपो रोषेण	कोपः रोषेण
segment: समुदितवरचापबाणपाणिं	समुदितवरचापबाणपाणिम्
segment: शुद्धब्रह्मविषयकमेव	शुद्धब्रह्मविषयकम् एव
segment: रक्षोवधार्थं युधि	रक्षोवधार्थम् युधि
segment: स्फुरिताधरोष्ठ-	स्फुरिताधरोष्ठः
segment: स्वर्गमद्याभिगन्तुम्	स्वर्गम् अद्य अभिगन्तुम्
segment: सौभ्रात्रं शत्रुपक्षमुपाश्रितम्	सौभ्रात्रम् शत्रुपक्षम् उपाश्रितम्
segment: जलं जलस्थानगतं	जलम् जलस्थानगतम्
segment: लिङ्गमनेन	लिङ्गम् अनेन
segment: स वाली	सः वाली
segment: पुत्रं दृष्ट्वा	पुत्रम् दृष्ट्वा
segment: क्रुद्धान्तकप्रतिमविक्रमिणो ममापि	क्रुद्धान्तकप्रतिमविक्रमिणः मम अपि
segment: साधारण्यगन्धोऽपि	असाधारण्यगन्धः अपि
segment: .विरुद्धमपीति	.विरुद्धम् अपि इति
segment: खल्वस्मि	खलु अस्मि
segment: दुःखेनात्यन्तविमुक्तश्ररतीति"	दुःखेन अत्यन्तविमुक्तश्ररति इति"
segment: तद्बोधकश्रुतेरखर्वगर्वता	तद्बोधकश्रुतेः अखर्वगर्वता
segment: को नाम	कः नाम
segment: प्रदातुं	प्रदातुम्
segment: कुर्वंस्तेजसा	कुर्वंन् तेजसा
segment: प्रतिसाधनस्यैव	प्रतिसाधनस्य एव
segment: चावश्यक्लृप्तेश्वर	च आवश्यक्लृप्तेश्वर
segment: व्यक्तं दैवगतिं	व्यक्तम् दैवगतिम्
segment: सीतां गृहीत्वा)	सीताम् गृहीत्वा)
segment: ज्ञानत्वव्याप्यत्वादिति	ज्ञानत्वव्याप्यत्वात् इति
segment: तत्त्वज्ञानहेतुत्वकल्पनं न	तत्त्वज्ञानहेतुत्वकल्पनम् न
segment: काननं	काननम्
segment: किं पुनर्वानराणाम्	किम् पुनः वानराणाम्
segment: नश्येन्न	नश्येत् न
segment: कान्तां मेरुगुहामेव	कान्ताम् मेरुगुहाम् एव
segment: विमुक्तेयं शक्तिः	विमुक्ता इयम् शक्तिः
segment: [महत्तरां भिक्षां	[महत्तराम् भिक्षाम्
segment: बाधितेऽप्यव्याप्त्यापत्तेः	बाधिते अपि अव्याप्त्यापत्तेः
segment: अदृश्यस्यापि	अदृश्यस्य अपि
segment: एवं काशीमरणजन्यमोक्षे	एवम् काशीमरणजन्यमोक्षे
segment: अच्छिन्नमासीद् द्विषतो	अच्छिन्नम् आसीत् द्विषतः
segment: सर्वविषयकज्ञानेच्छा	सर्वविषयकज्ञान इच्छा
segment: दुर्योधनो दुश्शासनः	दुर्योधनः दुश्शासनः
segment: अहमेवाह्वयामि	अहम् एव आह्वयामि
segment: प्रदत्तेयं	प्रदत्ता इयं
segment: प्रेषितश्चक्रपाणिना	प्रेषितः चक्रपाणिना
segment: प्रचलमहीधरं नृलोकम्	प्रचलमहीधरम् नृलोकम्
segment: स्वसमानाधिकरणदुःखप्रागभावासमानकालीनदुःखध्वंसो मोक्ष	स्वसमानाधिकरणदुःखप्रागभावासमानकालीनदुःखध्वंसः मोक्ष
segment: प्रकृतयो भवन्तमुपस्थिताः	प्रकृतयः भवन्तम् उपस्थिताः
segment: काञ्चुकीयः---यावदहमपि	काञ्चुकीयः---यावद् अहम् अपि
segment: स्त्रीस्वभावोपपन्नं	स्त्रीस्वभावोपपन्नम्
segment: कुरूणां	कुरूणाम्
segment: तस्मादेतौ	तस्मात् एतौ
segment: एष युधिष्ठिरोऽर्जुनं	एषः युधिष्ठिरः अर्जुनम्
segment: कृष्णस्योपायः	कृष्णस्य उपायः
segment: निवेद्यतां निवेद्यताम्	निवेद्यताम् निवेद्यताम्
segment: ज्ञानं प्रति	ज्ञानम् प्रति
segment: स्थिता वियति	स्थिताः वियति
segment: प्राप्ताविन्द्रं हरिहराविव	प्राप्तौ इन्द्रम् हरिहरौ इव
segment: एतावाचार्यपितामहौ	एतौ आचार्यपितामहौ
segment: .तथापि-क	.तथा अपि-क
segment: पुनर्मोक्षमाज्ञापयत्वार्यः	पुनः मोक्षम् आज्ञापयतु आर्यः
segment: ...संशयस्यापि-ख	...संशयस्य अपि-ख
segment: श्रुतिबलादपि	श्रुतिबलात् अपि
segment: शाब्दबोधेपरोक्षत्वस्वीकारे	शाब्दबोधे अपरोक्षत्वस्वीकारे
segment: तदधीनसान्यतदभावप्रतियोगिकव्यतिरेकव्याप्ति.द्वयाग्रहस्तदातिव्याप्तिः	तदधीनसान्यतदभावप्रतियोगिकव्यतिरेकव्याप्तिद्वयाग्रहः तदतिव्याप्तिः
segment: साक्षान्मुक्तिहेतुत्वप्रतिपादनादिति चेन्मैवम्	चेत् म एवम्
segment: मत्पुत्रदोषात्कृपणीकृतोऽस्मि	मत्पुत्रदोषात् कृपणीकृतः अस्मि
segment: सावशेषमिव	सावशेषम् इव
segment: राघवं तं	राघवम् तम्
segment: अपीतत्वानुमितावपि	अपीतत्वानुमितौ अपि
segment: तथात्वेनाभिमतत्वात्	तथात्वेन अभिमतत्वात्
segment: जडो ज्ञेयो	जडः ज्ञेयः
segment: एवाभिवर्तते	एव अभिवर्तते
segment: विशेषणान्न	विशेषणात् न
segment: वेदान्तिनां द्वैतवादापत्तेरिति	वेदान्तिनाम् द्वैतवाद आपत्तेः इति
segment: मामयं सक्तसायकम्	माम् अयम् सक्तसायकम्
segment: संस्कारनाशकत्वावच्छिन्नं प्रति	संस्कारनाशकत्वावच्छिन्नम् प्रति
segment: स कथं	सः कथं
segment: यथैव	यथा एव
segment: काशीमरणन्मुक्तिरिति	काशीमरणन् मुक्तिः इति
segment: क्रियतामस्य	क्रियताम् अस्य
segment: रिपुसमरविमर्दं वृन्दमेतद्ददामि	रिपुसमरविमर्दम् वृन्दम् एतत् ददामि
segment: मुहूर्तकमारोहामि	मुहूर्तकम् आरोहामि
segment: मत्कार्मुकोदरविनिःसृतबाणजालै-	मत्कार्मुकोदरविनिःसृतबाणजालैः
segment: मत्सायकान्निहतभिन्नविकीर्णदेहं	मत्सायकात् निहतभिन्नविकीर्णदेहं
segment: स्वच्छन्दमृत्युर्निहतो हि	स्वच्छन्दमृत्युः निहतः हि
segment: .तद्विशेषत्वमेवेति-ख	.तद्विशेषत्वम् एव इति-ख
segment: विदित्वैवेति	विदित्व एव इति
segment: दारापहरणं कृतम्	दारापहरणम् कृतम्
segment: मोक्षाभिन्नसाक्षात्कारविषय	इति अर्थकतया
segment: अनशनपरितप्तं पाण्डु	अनशनपरितप्तम् पाण्डु
segment: ज्वलनाद् वर्धितप्रभा	ज्वलनात् वर्धितप्रभा
segment: गौरवं दृष्परिहमेव	गौरवम् दृष्परिहम् एव
segment: रावणः---कुमारो हि	रावणः---कुमारः हि
segment: दुश्शासनो व्याहरति	दुश्शासनः व्याहरति
segment: यावदवतरामि	यावत् अवतरामि
segment: ...व्यावृत्तत्वस्योभय-ख	...व्यावृत्तत्वस्य उभय-ख
segment: एष हि	एषः हि
segment: तत्सम्बन्धाभावेन	तत् सम्बन्धभावेन
segment: रिपवो निरस्ताः	रिपवः निरस्ताः
segment: .तस्मादुभयव्यावृत्तग्रहसामग्रीत्वेन	.तस्मात् उभयव्यावृत्तग्रहसामग्रीत्वेन
segment: सिद्धसाधनस्यादोषतया	सिद्धसाधनस्य अदोषतया
segment: विद्वच्छ्रद्धालवोऽपि	विद्वच्छ्रद्धालवः अपि
segment: वीरशिवाजितुल्यास्ते	वीरशिवाजितुल्याः ते
segment: महानेष	महान् एष
segment: स कितवं	सः कितवः
segment: तथाप्यभावस्य	तथापि अभावस्य
segment: वानरवाहिनीति	वानरवाहिनी इति
segment: सुनिर्लज्जो वक्तुमिच्छसि	सुनिर्लज्जः वक्तुम् इच्छसि
segment: पार्थिवैर्भूमिश्चागतसंभ्रमेव	पार्थिवैः भूमिः चागतसंभ्रमा इव
segment: तद्वत्त्वरूपं	तद्वत् तु अरूपं
segment: ननुपदर्शितरीत्या	ननु उपदर्शितरीत्या
segment: वैधव्यमादिष्टम्)	वैधव्यम् आदिष्टम्)
segment: पाशैर्बध्नामि	पाशैः बध्नामि
segment: प्रस्थितो नागकेतुः	प्रस्थितः नागकेतुः
segment: तत्रापि	तत्र अपि
segment: नयनान्यालोक्य	नयनानि आलोक्य
segment: अत्युद्धूतो वायुः	अत्युद्धूतः वायुः
segment: नेच्छति	न इच्छति
segment: विद्यतेयनायेति	विद्यते अयनायेति
segment: युक्तं भोः	युक्तम् भोः
segment: [गोसहस्रमिति	[गोसहस्रम् इति
segment: कस्यचिद् वस्तु	कस्यचित् वस्तु
segment: गोवधजन्यतावच्छेदकजातेर्नानात्वान्न	गोवधजन्यतावच्छेदकजातेः नानात्वात् न
segment: अद्यापि	अद्य अपि
segment: नीलः---यदाज्ञापयति	नीलः---यद् आज्ञापयति
segment: अयमस्मि	अयम् अस्मि
segment: किन्त्वज्ञाननिवृत्तित्वमेव	किन्तु अज्ञाननिवृत्तित्वम् एव
segment: किमेतद्]	किम् एतत्]
segment: मनो वाणी	मनः वाणी
segment: कस्याद्य	कस्य अद्य
segment: अतोऽप्यधीयताम्	अतः अपि अधीयताम्
segment: भगवदायुधवरं शार्ङ्गं	भगवदायुधवरम् शार्ङ्गम्
segment: पुरुषोत्तमो नारायणः	पुरुषोत्तमः नारायणः
segment: निर्देशान्यथानुपपत्तेरेव	निर्देशान्यथा अनुपपत्तेः एव
segment: सर्वमवदातम्	सर्वम् अवदातम्
segment: कथं ते	कथम् ते
segment: गतं नार्हति	गतम् न अर्हति
segment: पूर्वोपस्थितेश्वरस्यैवोपस्थापनात्	पूर्वोपस्थितेश्वरस्य एव उपस्थापनात्
segment: नित्यसमवेतत्वमात्रं वा	नित्यसमवेतत्वमात्रम् वा
segment: प्रत्यपि	प्रति अपि
segment: ...व्यावृत्तत्वेऽपि-क	...व्यावृत्तत्वे अपि-क
segment: शशाङ्कं	शशाङ्कम्
segment: नान्यथासिद्धत्वेन	न अन्यथासिद्धत्वेन
segment: कस्तावन्मुक्तिजनकस्तत्त्वज्ञानपदार्थः	कः तावत् मुक्तिजनकः तत्त्वज्ञानपदार्थः
segment: मिलत्यच्छम्	मिलति अच्छम्
segment: तद्‌गुणाकृष्टहृदया	तत् गुणाकृष्टहृदया
segment: .तत्प्रतिबन्धकत्वाविशेषादिति	.तत्प्रतिबन्धकत्वाविशेषात् इति
segment: स्वयं ग्रहणमापन्नो	स्वयम् ग्रहणम् आपन्नः
segment: दैत्यकुलच्युतेव	दैत्यकुलच्युता इव
segment: भटः---चितारोहणं किल	भटः---चितारोहणम् किल
segment: सुग्रीवः---यदाज्ञापयति	सुग्रीवः---यद् आज्ञापयति
segment: परप्रत्यक्षापत्तिः	परप्रत्यक्ष आपत्तिः
segment: रणोत्सवमिमं सहसा	रणोत्सवम् इमम् सहसा
segment: किमिति	किम् इति
segment: इयमियं लङ्का	इयम् इयम् लङ्का
segment: ह्यार्या	हि आर्या
segment: शंकास्पदमपि	शंकास्पदम् अपि
segment: सुग्रीवः---यदाज्ञापयति	सुग्रीवः---यत् आज्ञापयति
segment: रजनिचरवरं निहत्य	रजनिचरवरम् निहत्य
segment: निवेशनमुभयमतसिद्धम्	निवेशनम् उभयमतसिद्धम्
segment: केवलं द्विजवरो	केवलम् द्विजवरः
segment: कुमारोऽभिमन्युः	कुमारः अभिमन्युः
segment: कार्यं तथा	कार्यम् तथा
segment: दीयतां मे	दीयताम् मे
segment: शौर्यं नयानुगामिनाम्	शौर्यम् नयानुगामिनाम्
segment: नास्त इति	न आस्ते इति
segment: वानरस्वभावा न	वानरस्वभावाः न
segment: साध्याभाववत्त्वमेव	साध्याभाववत्त्वम् एव
segment: शलभ इवाशु	शलभः इव आशु
segment: हनूमान्---अयमस्मि	हनूमान्---अयम् अस्मि
segment: तद्विरोधेनानुमानस्यैव	तद्विरोधेन अनुमानस्य एव
segment: मेरुमन्दरकुलं परिवर्तयामि	मेरुमन्दरकुलम् परिवर्तयामि
segment: पूर्ववदेव	पूर्ववत् एव
segment: एतच्चर्मासनम्	एतत् चर्मासनम्
segment: पदयात्रया तयोः	पदयात्रायाः तयोः
segment: व्यक्तं मातलिना	व्यक्तम् मातलिना
segment: वृत्तिमतो धर्मस्यान्यतरवृत्तित्वनियमेन	वृत्तिमतः धर्मस्य अन्यतरवृत्तित्वनियमेन
segment: सर्वो भवति	सर्वः भवति
segment: पायादुपायशतयुक्तिकरः	पायात् उपायशतयुक्तिकरः
segment: यथार्थत्वाच्च	यथार्थत्वात् च
segment: गच्छामस्तावत्	गच्छामः तावत्
segment: स्वैरमासतां भवन्तः	स्वैरम् आसताम् भवन्तः
segment: तमेतं '	तम् एतम् '
segment: तदागम्यताम्	तत् आगम्यताम्
segment: पुनर्ज्ञायते	पुनः ज्ञायते
segment: एतदासनमास्यताम्	एतत् आसनम् आस्यताम्
segment: उत्कर्णस्तिमिताञ्चिताक्षवलितग्रीवार्पिताग्राननास्तिष्ठन्त्यश्ववशाङ्गयष्टि	उत्कर्णस्तिमिताञ्चिताक्षवलितग्रीवार्पिताग्राननाः तिष्ठन्ति अश्ववशाङ्गयष्टि
segment: किं करिष्यामि]	किम् करिष्यामि]
segment: योग्यादृष्टजनकं	योग्य अदृष्टजनकम्
segment: मुष्टिप्रहारैर्हताः	मुष्टिप्रहारैः हताः
segment: मज्जमानमकार्येषु	मज्जमानम् अकार्येषु
segment: एवमपि	एवम् अपि
segment: खल्वार्यस्य	खलु आर्यस्य
segment: सत्यधर्मघृणायुक्तो द्यूतविभ्रष्टचेतनः	सत्यधर्मघृणायुक्तः द्यूतविभ्रष्टचेतनः
segment: सपक्षगामित्व.सहकृततदुपाधिसत्त्वमेव	सपक्षगामित्वसहकृततदुपाधिसत्त्वम् एव
segment: प्रमाणसद्भावेपि	प्रमाणसद्भावे अपि
segment: हेतुतास्त्विति	हेतुता अस्ति इति
segment: सहसोत्थितः	सहसा उत्थितः
segment: कर्तव्यो भ्रातृषु	कर्तव्यः भ्रातृषु
segment: रामं त्वया	रामम् त्वया
segment: सप्रभ इव	सप्रभः इव
segment: तदपेक्षितमित्यङ्गीकारात्	तदपेक्षितम् इति अङ्गीकारात्
segment: साक्षाद्विषयता	साक्षात् विषयता
segment: ततस्तर्हि	ततः तर्हि
segment: शङ्कुकर्णः---ततस्तानभिद्रुतान्	शङ्कुकर्णः---ततः तान् अभिद्रुतान्
segment: नृपाणां शिबिरोपरोधम्	नृपाणाम् शिबिरोपरोधम्
segment: शब्देऽपि	शब्दे अपि
segment: प्रलयसागरघोषतुल्यं	प्रलयसागरघोषतुल्यम्
segment: सामान्यत इष्टापत्तिः	सामान्यतः इष्टापत्तिः
segment: सुप्रवेशं करोमि	सुप्रवेशम् करोमि
segment: प्रहरतां	प्रहरताम्
segment: नोचिता	न उचिता
segment: स्वर्गं जित्वा	स्वर्गम् जित्वा
segment: स्वनिलयमेव	स्वनिलयम् एव
segment: मां भामिनि	माम् भामिनि
segment: शङ्कुकर्णः---यदाज्ञापयति	शङ्कुकर्णः---यद् आज्ञापयति
segment: सर्वेश्वरोऽपि	सर्वेश्वरः अपि
segment: मग्नेयं हि	मग्ना इयम् हि
segment: स्फीतमेतत्	स्फीतम् एतत्
segment: मुक्तिं प्रति	मुक्तिम् प्रति
segment: स किं	सः किं
segment: (अधो विलोक्य)	(अधः विलोक्य)
segment: राक्षसराजभवनमानीतानिष्टान्यनर्हाणि	राक्षसराजभवनम् आनीता अनिष्टानि अनर्हाणि
segment: साक्षात्कारापत्तिरिति	साक्षात्कारापत्तिः इति
segment: अप्रसिद्धान्तापाताच्च	अप्रसिद्धान्तापातात् च
segment: करणावच्छिन्नचैतन्यबोधकत्वं पदादेः	करणावच्छिन्नचैतन्यबोधकत्वम् पदादेः
segment: कृताभिषेको रामः	कृताभिषेकः रामः
segment: लाघवेनापाकर्तुमशक्यत्वात्	लाघवेन अपाकर्तुम् अशक्यत्वात्
segment: (रथारोहणं नाटयतः)	(रथारोहणम् नाटयतः)
segment: [प्रेषितोऽस्मि	[प्रेषितः अस्मि
segment: चैकपक्षधर्मताविषयत्वेनेति	च एकपक्षधर्मताविषयत्वेन इति
segment: किमत्रावगन्तव्यम्	किम् अत्र अवगन्तव्यम्
segment: एवागमबाधितोदाहरण.मिदमित्यग्रे	एव आगमबाधितोदाहरणम् इदम् इति अग्रे
segment: नौर्विपन्ना	नौः विपन्ना
segment: यन्नियतं	यत्‌ नियतं
segment: तं पश्य	तम् पश्य
segment: प्रवेश्यतां विभीषणः	प्रवेश्यताम् विभीषणः
segment: ज्ञानेच्छयोरङ्गीकारस्य	ज्ञानेच्छयोः अङ्गीकारस्य
segment: पक्षतावच्छेदकावच्छेदेन	पक्षतावच्छेदका अवच्छेदेन
segment: वेदोपि	वेदः अपि
segment: चात्र	च अत्र
segment: श्रावितं पार्थकर्मेदमहो	श्रावितम् पार्थकर्म इदम् अहो
segment: व्यायामोष्णं गृह्य	व्यायामोष्णम् गृह्य
segment: तवाधुना	तव अधुना
segment: तदिति	तत् इति
segment: चाद्य	च अद्य
segment: अयं खलु	अयम् खलु
segment: तद् मलिनं	तत् मलिनं
segment: अलमात्मस्तवेन	अलम् आत्मस्तवेन
segment: चिरं स्वैर्दुष्कृतैर्जीवितम्	चिरम् स्वैः दुष्कृतैः जीवितम्
segment: चारुविद्युल्लतेव	चारुविद्युल्लता इव
segment: व्याघातोपि	व्याघातः अपि
segment: किञ्चिद् भीत	किञ्चित् भीतः
segment: तयोर्मानुषयोः	तयोः मानुषयोः
segment: राक्षसः---यदाज्ञापयति	राक्षसः---यद् आज्ञापयति
segment: ध्वंसत्वमपि	ध्वंसत्वम् अपि
segment: क्षत्रान्तकं मुनिवरं	क्षत्रान्तकम् मुनिवरम्
segment: परचक्रं प्रशाम्यतु	परचक्रम् प्रशाम्यतु
segment: [अनिष्टान्यनर्हाण्यनिमित्तानीदानीं कुर्वतो	[अनिष्टानि अनर्हाणि अनिमित्तानि इदानीम् कुर्वतः
segment: चैवमेवेति	च एवम् इति
segment: दुःखासमानकालीनत्वविशेषणोपादानेनैव	दुःखासमानकालीनत्वविशेषण उपादानेन एव
segment: गुरुर्वनभ्रमणपरिश्रमान्मदङ्के	गुरुः वनभ्रमणपरिश्रमात् मदङ्के
segment: मतेपि	मते अपि
segment: अनार्यशतस्योत्पादयिता	अनार्यशतस्य उत्पादयिता
segment: 'अत्यन्तासत्यपि	'अत्यन्तासति अपि
segment: कंसं प्रति	कंसम् प्रति
segment: बहिर्निःसृतम्	बहिः निःसृतम्
segment: क्षयो वा	क्षयः वा
segment: ग्रन्थार्थमाह-ग.	ग्रन्थार्थम् आह-ग.
segment: को दोषो	कः दोषः
segment: चेदत्र	चेत् अत्र
segment: अद्यैव	अद्य एव
segment: श्वेतोऽभवत्	श्वेतः अभवत्
segment: द्वितीयः---उपस्थितं मातलिं	द्वितीयः---उपस्थितम् मातलिम्
segment: जातिर्द्विविधा	जातिः द्विविधा
segment: नववाक्यवादिञ्छृणोमि	नववाक्यवादिन् शृणोमि
segment: एवं क्रियताम्	एवम् क्रियताम्
segment: कार्यकारणभावानन्त्यप्रयुक्तगौरवं भाट्टमते	कार्यकारणभावानन्त्यप्रयुक्तगौरवम् भाट्टमते
segment: गृह्णात्वार्यपुत्रः	गृह्णातु आर्यपुत्रः
segment: स दारनिस्पृहः	सः दारनिस्पृहः
segment: वक्तुं किमेवमुचितं	वक्तुम् किम् एवम् उचितम्
segment: (ससम्भ्रमं राममुपगम्य)	(ससम्भ्रमम् रामम् उपगम्य)
segment: कोटावव्यवहितोत्तरत्वं निवेशनीयम्	कोटौ अव्यवहितोत्तरत्वम् निवेशनीयम्
segment: केनचिद् वानरेण	केनचित् वानरेण
segment: एवं ब्रह्मवधजन्यतावच्छेदक	एवम् ब्रह्मवधजन्यतावच्छेदक
segment: सद्धेतावसाधारणेऽपि	सद्धेतौ असाधारणे अपि
segment: तत्त्वज्ञानं विनापि	तत्त्वज्ञानम् विनापि
segment: कोऽप्यन्तः	कोऽपि अन्तः
segment: पक्षताविरहपर्यवसन्नस्यार्थान्तरत्वेनैवोद्भावनमिति	पक्षताविरहपर्यवसन्नस्य अर्थान्तरत्वेन एव उद्भावनम् इति
segment: खल्ववस्था	खलु अवस्था
segment: .तच्च	.तत् च
segment: किं कि	किम् किम्
segment: गजेन्द्रोऽङ्कुशशङ्कितो बलिम्	गजेन्द्रः अङ्कुशशङ्कितः बलिम्
segment: विष्णुर्भवान्	विष्णुः भवान्
segment: लक्षणायानुभयवादिसिद्धत्वादिति	लक्षणायानुभयवादिसिद्धत्वात् इति
segment: संबन्धाङ्गीकरणान्तरालिक	संबन्ध अङ्गीकरण अन्तरालिक
segment: नित्यसुखाभिव्यक्तेर्मुक्तित्व	नित्यसुखाभिव्यक्तेः मुक्तित्व
segment: को नु	कः नु
segment: एवाभिवर्तते	एव अभिवर्तते
segment: तद् अपि	तत् अपि
segment: कर्ण एव	कर्णः एव
segment: विभीषणः---अभयं दातुमर्हति	विभीषणः---अभयम् दातुम् अर्हति
segment: महाराजो लङ्केश्वर	महाराजः लङ्केश्वरः
segment: किं ते	किम् ते
segment: पुरन्दरेणानुगृहीतोऽसि	पुरन्दरेण अनुगृहीतः असि
segment: बहिर्वृक्षोपरि	बहिः वृक्षोपरि
segment: प्रागपि	प्राक् अपि
segment: .तद्गोचर-क	.तत् गोचर-क
segment: तच्च	तत् च
segment: वायुमार्गं प्रयासि	वायुमार्गम् प्रयासि
segment: संशय इति	संशयः इति
segment: कुलविग्रहो भविष्यतीति	कुलविग्रहः भविष्यति इति
segment: शरीरं	शरीरम्
segment: तथैव	तथा एव
segment: एवास्ति	एव अस्ति
segment: सुहृद् पूर्वम्	सुहृत् पूर्वम्
segment: विरुद्धस्येति	विरुद्धस्य इति
segment: दुरितवद्भिन्नदुरितध्वंसत्वं तत्तद्दुरितध्वंसत्व	दुरितवद्भिन्नदुरितध्वंसत्वम् तत्तत् दुरितध्वंसत्व
segment: अयमार्यां	अयम् आर्यां
segment: क्रमलब्धशोभनो	क्रमलब्धशोभनः
segment: गौरवसंभवाच्चेति	गौरवसंभवात् चेति
segment: पणोऽत्र	पणः अत्र
segment: तत्रासीत्	तत्र आसीत्
segment: शाब्दबोधस्तस्यैवापरोक्षत्वमङ्गीकृत्य	शाब्दबोधः तस्य एव अपरोक्षत्वम् अङ्गीकृत्य
segment: हेत्वाभासपदवाच्य इति	हेत्वाभासपदवाच्यः इति
segment: मदसरितकपोलं षट्पदैः	मदसरितकपोलम् षट्पदैः
segment: यतो जातो	यतः जातः
segment: कथं वा	कथम् वा
segment: (शरं मुक्त्वा)	(शरम् मुक्त्वा)
segment: त्रैलोक्यनाथो भगवांश्चक्रायुधः	त्रैलोक्यनाथः भगवान् चक्रायुधः
segment: लक्ष्मणः---जयत्वार्यः	लक्ष्मणः---जयतु आर्यः
segment: .तद्विशेषत्वमेवोचितमिति	.तद्विशेषत्वम् एव उचितम् इति
segment: योगाभ्यासादिना	योगाभ्यास आदिना
segment: (विश्वरूपमास्थितः)	(विश्वरूपम् आस्थितः)
