input	output
tag: महेष्वासाः काशी मारयति ।	महेष्वासाः|ADJ काशी|NOUN मारयति|VERB ।|SYM
tag: ब्रह्मा अभ्यहन्यन्त ।	ब्रह्मा|NOUN अभ्यहन्यन्त|VERB ।|SYM
tag: कुन्तिभोजः श्रावयामास ।	कुन्तिभोजः|NOUN श्रावयामास|VERB ।|SYM
tag: नरपुङ्गवः सिंहनादम् अभ्यहन्यन्त ।	नरपुङ्गवः|NOUN सिंहनादम्|NOUN अभ्यहन्यन्त|VERB ।|SYM
tag: पिता अस्ति ।	पिता|NOUN अस्ति|VERB ।|SYM
tag: ज्ञानम् भाषते ।	ज्ञानम्|NOUN भाषते|VERB ।|SYM
tag: देवाः भुङ्क्ते ।	देवाः|NOUN भुङ्क्ते|VERB ।|SYM
tag: शिष्यः वचनम् वदति ।	शिष्यः|NOUN वचनम्|NOUN वदति|VERB ।|SYM
tag: यानि दिदृक्षते ।	यानि|PRON दिदृक्षते|VERB ।|SYM
tag: औषधम् मुनिः भाषते ।	औषधम्|NOUN मुनिः|NOUN भाषते|VERB ।|SYM
tag: शीघ्रम् अस्थि निन्दति ।	शीघ्रम्|ADV अस्थि|NOUN निन्दति|VERB ।|SYM
tag: वाजश्रवसः रक्ष्यते ।	वाजश्रवसः|NOUN रक्ष्यते|VERB ।|SYM
tag: अन्ततः वाजश्रवाः पठति ।	अन्ततः|ADV वाजश्रवाः|NOUN पठति|VERB ।|SYM
tag: एतानि निवेदयति ।	एतानि|PRON निवेदयति|VERB ।|SYM
tag: असत्यम् अभवत् ।	असत्यम्|NOUN अभवत्|VERB ।|SYM
tag: किसानः अयोध्या निरीक्षते ।	किसानः|NOUN अयोध्या|NOUN निरीक्षते|VERB ।|SYM
tag: तत्तत् हृदयम् दध्मौ ।	तत्तत्|PRON हृदयम्|NOUN दध्मौ|VERB ।|SYM
tag: नवीनः शास्त्राणाम् उवाच ।	नवीनः|ADJ शास्त्राणाम्|NOUN उवाच|VERB ।|SYM
tag: हनुमान् नदी भवतु ।	हनुमान्|NOUN नदी|NOUN भवतु|VERB ।|SYM
tag: महान् नारायणं भवति ।	महान्|ADJ नारायणं|NOUN भवति|VERB ।|SYM
tag: तीक्ष्णः किसानः कुर्वत ।	तीक्ष्णः|ADJ किसानः|NOUN कुर्वत|VERB ।|SYM
tag: यावत् अयनेषु सूचयति ।	यावत्|ADV अयनेषु|NOUN सूचयति|VERB ।|SYM
tag: गंगा ददति ।	गंगा|NOUN ददति|VERB ।|SYM
tag: बुद्धिमान् वेदः बोधयति ।	बुद्धिमान्|ADJ वेदः|NOUN बोधयति|VERB ।|SYM
tag: महेष्वासाः काशी नमस्कृत्य ।	महेष्वासाः|ADJ काशी|NOUN नमस्कृत्य|VERB ।|SYM
tag: वेगवान् राज्ञाम् विमृशति ।	वेगवान्|ADJ राज्ञाम्|NOUN विमृशति|VERB ।|SYM
tag: ततः पुरुषः मन्यते ।	ततः|ADV पुरुषः|NOUN मन्यते|VERB ।|SYM
tag: पिता कालः बभूव ।	पिता|NOUN कालः|NOUN बभूव|VERB ।|SYM
tag: वनम् धर्मक्षेत्रे जानाति ।	वनम्|NOUN धर्मक्षेत्रे|NOUN जानाति|VERB ।|SYM
tag: पाण्डुपुत्राणाम् कथयति ।	पाण्डुपुत्राणाम्|NOUN कथयति|VERB ।|SYM
tag: नरं अल्पः अवलोकयति ।	नरं|NOUN अल्पः|ADJ अवलोकयति|VERB ।|SYM
tag: कृष्णः अतिशीतः द्वेष्टि ।	कृष्णः|NOUN अतिशीतः|ADJ द्वेष्टि|VERB ।|SYM
tag: महेष्वासाः ऋषीणाम् स्मरति ।	महेष्वासाः|ADJ ऋषीणाम्|NOUN स्मरति|VERB ।|SYM
tag: पुरातनः वचनम् जल्पति ।	पुरातनः|ADJ वचनम्|NOUN जल्पति|VERB ।|SYM
tag: सर्वे अस्ति ।	सर्वे|PRON अस्ति|VERB ।|SYM
tag: कृष्णा व्यासं शिक्षते ।	कृष्णा|NOUN व्यासं|NOUN शिक्षते|VERB ।|SYM
tag: पुरुजित् गंगा वदति ।	पुरुजित्|NOUN गंगा|NOUN वदति|VERB ।|SYM
tag: इदम् निवेदयति ।	इदम्|PRON निवेदयति|VERB ।|SYM
tag: मित्रम् बहवः प्रहरति ।	मित्रम्|NOUN बहवः|ADJ प्रहरति|VERB ।|SYM
tag: कन्याकुब्जा च शिष्येण पश्यति ।	कन्याकुब्जा|NOUN च|CONJ शिष्येण|NOUN पश्यति|VERB ।|SYM
tag: शीतः कन्याकुब्जा शृणोति ।	शीतः|ADJ कन्याकुब्जा|NOUN शृणोति|VERB ।|SYM
tag: पाणिनिः च रक्षकाः श्रावयामास ।	पाणिनिः|NOUN च|CONJ रक्षकाः|NOUN श्रावयामास|VERB ।|SYM
tag: सिंहनादम् दिदृक्षते ।	सिंहनादम्|NOUN दिदृक्षते|VERB ।|SYM
tag: शास्त्राणाम् गरमः निरीक्षते ।	शास्त्राणाम्|NOUN गरमः|ADJ निरीक्षते|VERB ।|SYM
tag: इयम् नदी शक्नोति ।	इयम्|PRON नदी|NOUN शक्नोति|VERB ।|SYM
tag: भूमिः अल्पः करोति ।	भूमिः|NOUN अल्पः|ADJ करोति|VERB ।|SYM
tag: तत्तत् सत्त्वम् अभ्यहन्यन्त ।	तत्तत्|PRON सत्त्वम्|NOUN अभ्यहन्यन्त|VERB ।|SYM
tag: सर्वेषाम् निरीक्षते ।	सर्वेषाम्|PRON निरीक्षते|VERB ।|SYM
tag: मूल्यवान् अयोध्या गायति ।	मूल्यवान्|ADJ अयोध्या|NOUN गायति|VERB ।|SYM
tag: राजा अभ्यहन्यन्त ।	राजा|NOUN अभ्यहन्यन्त|VERB ।|SYM
tag: वृद्धः कालवित् भाषते ।	वृद्धः|ADJ कालवित्|NOUN भाषते|VERB ।|SYM
tag: पुनः सिंहः आगच्छति ।	पुनः|ADV सिंहः|NOUN आगच्छति|VERB ।|SYM
tag: किम् अभवत् ।	किम्|PRON अभवत्|VERB ।|SYM
tag: अन्यायः भूमिः दृश्यते ।	अन्यायः|NOUN भूमिः|NOUN दृश्यते|VERB ।|SYM
tag: एषा सेवायाम् वसति ।	एषा|PRON सेवायाम्|NOUN वसति|VERB ।|SYM
tag: उच्चैः वचनम् शिक्षते ।	उच्चैः|ADV वचनम्|NOUN शिक्षते|VERB ।|SYM
tag: कामः सम्पन्नः निन्दति ।	कामः|NOUN सम्पन्नः|ADJ निन्दति|VERB ।|SYM
tag: मन्दम् पणवानकगोमुखाः जगाद ।	मन्दम्|ADV पणवानकगोमुखाः|NOUN जगाद|VERB ।|SYM
tag: वनम् कार्यान्तरे मारयति ।	वनम्|NOUN कार्यान्तरे|NOUN मारयति|VERB ।|SYM
tag: नदी ग्रामः खादति ।	नदी|NOUN ग्रामः|NOUN खादति|VERB ।|SYM
tag: सदा सिंहः श्रुत्वा ।	सदा|ADV सिंहः|NOUN श्रुत्वा|VERB ।|SYM
tag: वाल्मीकिः निगच्छति ।	वाल्मीकिः|NOUN निगच्छति|VERB ।|SYM
tag: क्षेत्रम् वीर्यवान् निन्दति ।	क्षेत्रम्|NOUN वीर्यवान्|ADJ निन्दति|VERB ।|SYM
tag: सर्वेषाम् पाणिनिः प्रोक्तः ।	सर्वेषाम्|PRON पाणिनिः|NOUN प्रोक्तः|VERB ।|SYM
tag: व्यापारी अधिकः शिक्षते ।	व्यापारी|NOUN अधिकः|ADJ शिक्षते|VERB ।|SYM
tag: आचार्यम् बोधयति ।	आचार्यम्|NOUN बोधयति|VERB ।|SYM
tag: पुनः विद्यालयः गायति ।	पुनः|ADV विद्यालयः|NOUN गायति|VERB ।|SYM
tag: वाजश्रवाः च पुरुजित् विनद्य ।	वाजश्रवाः|NOUN च|CONJ पुरुजित्|NOUN विनद्य|VERB ।|SYM
tag: वेतालः भवतु ।	वेतालः|NOUN भवतु|VERB ।|SYM
tag: इन्जिनियरः कनिष्ठः खेलामः ।	इन्जिनियरः|NOUN कनिष्ठः|ADJ खेलामः|VERB ।|SYM
tag: यः विचारयति ।	यः|PRON विचारयति|VERB ।|SYM
tag: सूर्यः च द्रौपदेयाः ताडयति ।	सूर्यः|NOUN च|CONJ द्रौपदेयाः|NOUN ताडयति|VERB ।|SYM
tag: रुचिकरः काशी निबोध ।	रुचिकरः|ADJ काशी|NOUN निबोध|VERB ।|SYM
tag: कृष्णा च सत्यम् ब्रवीमि ।	कृष्णा|NOUN च|CONJ सत्यम्|NOUN ब्रवीमि|VERB ।|SYM
tag: नायकाः व्यूढम् दध्मौ ।	नायकाः|NOUN व्यूढम्|ADJ दध्मौ|VERB ।|SYM
tag: ज्येष्ठः शुकं द्वेष्टि ।	ज्येष्ठः|ADJ शुकं|NOUN द्वेष्टि|VERB ।|SYM
tag: सिंहः पितृ द्वेष्टि ।	सिंहः|NOUN पितृ|NOUN द्वेष्टि|VERB ।|SYM
tag: आनन्दः अभवत् ।	आनन्दः|NOUN अभवत्|VERB ।|SYM
tag: अद्य व्यासं उवाच ।	अद्य|ADV व्यासं|NOUN उवाच|VERB ।|SYM
tag: कार्यालयः वाजश्रवाः भुङ्क्ते ।	कार्यालयः|NOUN वाजश्रवाः|NOUN भुङ्क्ते|VERB ।|SYM
tag: स शास्त्राणाम् बुभूषति ।	स|PRON शास्त्राणाम्|NOUN बुभूषति|VERB ।|SYM
tag: मनुष्यः श्रेयः निगच्छति ।	मनुष्यः|NOUN श्रेयः|NOUN निगच्छति|VERB ।|SYM
tag: ऋषिकेशः विशालः प्रादुरासीत् ।	ऋषिकेशः|NOUN विशालः|ADJ प्रादुरासीत्|VERB ।|SYM
tag: पिता च ब्रह्मन् निरीक्षते ।	पिता|NOUN च|CONJ ब्रह्मन्|NOUN निरीक्षते|VERB ।|SYM
tag: नारायणं नमस्कृत्य नरं च नारायणं देवं । वाल्मीकिः कविर्मुनिः प्रादुरासीत् । तस्य ब्रह्मा यथा वाक्यम् जगाद । हे ब्रह्मन् भवतः श्रेयः भविष्यति ।	नारायणं|NOUN नमस्कृत्य|VERB नरं|NOUN च|CONJ नारायणं|NOUN देवं|NOUN ।|SYM वाल्मीकिः|NOUN कविर्मुनिः|NOUN प्रादुरासीत्|VERB ।|SYM तस्य|PRON ब्रह्मा|NOUN यथा|ADV वाक्यम्|NOUN जगाद|VERB ।|SYM हे|INTJ ब्रह्मन्|NOUN भवतः|PRON श्रेयः|NOUN भविष्यति|VERB ।|SYM
tag: आकाशः च वाक्यम् बभूव ।	आकाशः|NOUN च|CONJ वाक्यम्|NOUN बभूव|VERB ।|SYM
tag: तत्तत् सौभद्रः निबोध ।	तत्तत्|PRON सौभद्रः|NOUN निबोध|VERB ।|SYM
tag: कविर्मुनिः धीमान् समीक्षते ।	कविर्मुनिः|NOUN धीमान्|ADJ समीक्षते|VERB ।|SYM
tag: कुन्तिभोजः धीमता जल्पति ।	कुन्तिभोजः|NOUN धीमता|ADJ जल्पति|VERB ।|SYM
tag: सैन्यस्य अश्वः श्रावयामास ।	सैन्यस्य|NOUN अश्वः|NOUN श्रावयामास|VERB ।|SYM
tag: कापि श्रुत्वा ।	कापि|PRON श्रुत्वा|VERB ।|SYM
tag: कृष्णा उपदेशः विनद्य ।	कृष्णा|NOUN उपदेशः|NOUN विनद्य|VERB ।|SYM
tag: या विराटः चिन्तयति ।	या|PRON विराटः|NOUN चिन्तयति|VERB ।|SYM
tag: अर्जुन प्रहरति ।	अर्जुन|NOUN प्रहरति|VERB ।|SYM
